0.032000	-7000.003658	0.000001	0.000002	3999.971669	5000.022614
0.064000	-7000.010973	0.000003	0.000007	3999.940608	5000.048642
0.096001	-7000.021946	0.000006	0.000015	3999.906815	5000.078085
0.128001	-7000.036576	0.000010	0.000024	3999.870292	5000.110941
0.160002	-7000.054864	0.000015	0.000037	3999.831039	5000.147212
0.192002	-7000.076809	0.000020	0.000051	3999.789055	5000.186896
0.224003	-7000.102411	0.000027	0.000068	3999.744340	5000.229995
0.256003	-7000.131671	0.000035	0.000088	3999.696895	5000.276508
0.288004	-7000.164589	0.000044	0.000110	3999.646719	5000.326435
0.320004	-7000.201164	0.000054	0.000134	3999.593813	5000.379776
0.352005	-7000.241396	0.000064	0.000161	3999.538176	5000.436532
0.384005	-7000.285285	0.000076	0.000190	3999.479809	5000.496701
0.416005	-7000.332832	0.000089	0.000222	3999.418712	5000.560285
0.448006	-7000.384035	0.000102	0.000256	3999.354885	5000.627284
0.480006	-7000.438896	0.000117	0.000293	3999.288327	5000.697696
0.512006	-7000.497414	0.000133	0.000332	3999.219039	5000.771523
0.544006	-7000.559589	0.000149	0.000373	3999.147021	5000.848765
0.576005	-7000.625421	0.000167	0.000417	3999.072274	5000.929420
0.608005	-7000.694910	0.000185	0.000463	3998.994796	5001.013491
0.640004	-7000.768055	0.000205	0.000512	3998.914588	5001.100975
0.672003	-7000.844858	0.000225	0.000563	3998.831651	5001.191874
0.704002	-7000.925317	0.000247	0.000617	3998.745984	5001.286188
0.736001	-7001.009432	0.000269	0.000673	3998.657588	5001.383916
0.767999	-7001.097204	0.000293	0.000731	3998.566462	5001.485059
0.799998	-7001.188632	0.000317	0.000792	3998.472606	5001.589616
0.831996	-7001.283717	0.000342	0.000856	3998.376021	5001.697588
0.863993	-7001.382458	0.000369	0.000922	3998.276707	5001.808975
0.895990	-7001.484854	0.000396	0.000990	3998.174664	5001.923777
0.927987	-7001.590907	0.000424	0.001060	3998.069892	5002.041993
0.959984	-7001.700616	0.000453	0.001134	3997.962391	5002.163624
0.991980	-7001.813980	0.000484	0.001209	3997.852161	5002.288670
1.023976	-7001.931000	0.000515	0.001287	3997.739203	5002.417131
1.055971	-7002.051676	0.000547	0.001368	3997.623516	5002.549006
1.087966	-7002.176007	0.000580	0.001450	3997.505100	5002.684297
1.119960	-7002.303993	0.000614	0.001536	3997.383956	5002.823003
1.151954	-7002.435634	0.000649	0.001623	3997.260084	5002.965123
1.183948	-7002.570930	0.000686	0.001714	3997.133484	5003.110659
1.215941	-7002.709882	0.000723	0.001806	3997.004155	5003.259610
1.247934	-7002.852487	0.000761	0.001901	3996.872099	5003.411976
1.279926	-7002.998748	0.000800	0.001999	3996.737316	5003.567758
1.311917	-7003.148662	0.000840	0.002099	3996.599805	5003.726954
1.343908	-7003.302231	0.000881	0.002201	3996.459566	5003.889566
1.375898	-7003.459454	0.000922	0.002306	3996.316600	5004.055593
1.407888	-7003.620331	0.000965	0.002413	3996.170907	5004.225036
1.439877	-7003.784862	0.001009	0.002523	3996.022487	5004.397894
1.471866	-7003.953046	0.001054	0.002635	3995.871340	5004.574168
1.503854	-7004.124884	0.001100	0.002749	3995.717467	5004.753857
1.535841	-7004.300375	0.001147	0.002866	3995.560867	5004.936962
1.567827	-7004.479518	0.001194	0.002986	3995.401541	5005.123482
1.599813	-7004.662315	0.001243	0.003107	3995.239489	5005.313419
1.631799	-7004.848765	0.001293	0.003232	3995.074710	5005.506771
1.663783	-7005.038866	0.001344	0.003358	3994.907206	5005.703538
1.695767	-7005.232620	0.001395	0.003487	3994.736976	5005.903722
1.727750	-7005.430027	0.001448	0.003619	3994.564021	5006.107322
1.759732	-7005.631085	0.001502	0.003753	3994.388341	5006.314337
1.791713	-7005.835794	0.001556	0.003889	3994.209935	5006.524769
1.823694	-7006.044155	0.001612	0.004028	3994.028805	5006.738617
1.855673	-7006.256167	0.001668	0.004170	3993.844950	5006.955881
1.887652	-7006.471831	0.001726	0.004313	3993.658370	5007.176561
1.919630	-7006.691145	0.001784	0.004459	3993.469066	5007.400658
1.951608	-7006.914109	0.001844	0.004608	3993.277038	5007.628170
1.983584	-7007.140724	0.001904	0.004759	3993.082286	5007.859100
2.015559	-7007.370989	0.001966	0.004912	3992.884811	5008.093445
2.047534	-7007.604904	0.002028	0.005068	3992.684612	5008.331208
2.079507	-7007.842468	0.002091	0.005226	3992.481690	5008.572387
2.111480	-7008.083682	0.002156	0.005387	3992.276044	5008.816982
2.143451	-7008.328544	0.002221	0.005550	3992.067676	5009.064994
2.175422	-7008.577056	0.002287	0.005716	3991.856585	5009.316424
2.207392	-7008.829216	0.002355	0.005884	3991.642772	5009.571270
2.239360	-7009.085025	0.002423	0.006054	3991.426237	5009.829532
2.271328	-7009.344481	0.002492	0.006227	3991.206980	5010.091212
2.303294	-7009.607585	0.002562	0.006402	3990.985001	5010.356309
2.335260	-7009.874337	0.002633	0.006580	3990.760301	5010.624824
2.367224	-7010.144736	0.002705	0.006760	3990.532879	5010.896755
2.399187	-7010.418782	0.002778	0.006943	3990.302737	5011.172104
2.431149	-7010.696475	0.002853	0.007128	3990.069874	5011.450870
2.463110	-7010.977813	0.002928	0.007315	3989.834291	5011.733053
2.495070	-7011.262798	0.003004	0.007505	3989.595987	5012.018654
2.527029	-7011.551429	0.003081	0.007697	3989.354963	5012.307673
2.558986	-7011.843705	0.003158	0.007892	3989.111220	5012.600109
2.590942	-7012.139627	0.003237	0.008089	3988.864757	5012.895963
2.622897	-7012.439193	0.003317	0.008289	3988.615575	5013.195235
2.654851	-7012.742404	0.003398	0.008490	3988.363675	5013.497924
